NATIONAL UNIVERSITY OF ENGINEERING
FACULTY OF CIVIL ENGINEERING
JAPAN-PERU CENTER FOR EARTHQUAKE ENGINEERING RESEARCH AND DISASTER MITIGATION (CISMID)
TUPAC AMARU AVENUE 1150 - LIMA 25 - PERU Postal Code 31-250 Lima 31
Telephone Numbers (51-1) 482-0777, 482-0790 FAX 481-0170
e-mail: f_lazares@uni.edu.pe	http://www.cismid-uni.org

1. INFORMATION ABOUT THE SEISMIC STATION
STATION NAME               :  Parque de la Reserva                                                                                
STATION CODE               :  PRQ       
STATION LOCATION           :  Parque de la Reserva, Cercado de Lima, Lima                                                         
LATITUDE                   :  -12.07 
LONGITUDE                  :  -77.04 
ALTITUDE (m)               :  130                 
ACCELEROMETER MODEL        :  Acelerógrafo Analógico                                                                              
SAMPLING FREQUENCY (Hz)    :   50

2. INFORMATION ABOUT THE EARTHQUAKE
DATE                       :  October 03, 1974                                                                                    
ORIGIN TIME (Local)        :  09:21:00                                                                                            
LATITUDE                   :  -12.50                                                                                              
LONGITUDE                  :  -77.98                                                                                              
DEPTH (km)                 :  13.00                                                                                               
MAGNITUDE                  :  6.6 mb                                                                                              
INFORMATION SOURCE         :  IGP                                                                                                 

3. INFORMATION ABOUT THE RECORD
RECORD TIME (Local)        :  09:21:00
NUMBER OF SAMPLES          :      4899
MAXIMUM ACCELERATION       :   -194.21    180.09    100.30
DATA UNITS                 :  cm/s2   

4. COMMENTS
BASELINE CORRECTED

5. ACCELERATION DATA
               T              EW              NS              UD
         55.0000         -5.3483         16.7009         -0.3268
         55.0200         -5.9313        -12.2971          2.1082
         55.0400        -20.7833        -25.2871          9.0852
         55.0600        -21.2973        -13.7801         14.1732
         55.0800          1.7697        -22.8861          5.9572
         55.1000          8.9977        -34.9571         -2.3918
         55.1200          0.6117        -32.6441         -4.2468
         55.1400          6.6517        -25.1531         -2.0398
         55.1600         21.4727        -12.9171          8.7852
         55.1800         26.3067          5.8769         12.3462
         55.2000         28.4187         18.5699         13.3902
         55.2200         14.9347         18.4659         10.6692
         55.2400         -6.0823         21.6649         -0.0608
         55.2600         -8.8523         39.2549         -5.2098
         55.2800          0.2157         43.2619         -4.9028
         55.3000         -0.1943         18.4839         -5.8688
         55.3200        -16.6103         -0.7531         -1.2828
         55.3400        -29.8973         11.8789          6.3232
         55.3600        -28.3013         26.8669          4.7052
         55.3800        -21.4343         15.8309         -2.7578
         55.4000        -15.7583          6.5279         -7.9588
         55.4200        -12.0463         10.4299         -9.1778
         55.4400        -18.6293          9.3499        -10.7868
         55.4600        -34.2233          7.8629         -8.3468
         55.4800        -35.9573         11.0599          0.7202
         55.5000        -26.8303          9.2689          1.7712
         55.5200        -24.9343          5.4389         -8.8198
         55.5400        -15.4633          4.6979        -13.2068
         55.5600         -5.6203         -6.8071        -13.6638
         55.5800        -10.4793        -13.9751        -20.9468
         55.6000         -7.8533         -4.3751        -19.2178
         55.6200          8.6347         11.0759        -11.9758
         55.6400         13.2737         18.1679         -6.1888
         55.6600         13.0497         -4.1831          3.4822
         55.6800         29.1057        -28.3171         12.3932
         55.7000         27.5967        -25.2721         22.5122
         55.7200          9.5517        -21.1111         23.9332
         55.7400          0.5127        -14.9511         12.7962
         55.7600         -4.7183         -1.9961          4.5192
         55.7800         -6.2653         -4.4821         10.2932
         55.8000        -14.7233        -18.4571         12.5192
         55.8200        -27.9373        -12.7471          8.7772
         55.8400        -17.5693         -6.7731         17.1062
         55.8600         -0.3533        -20.6731         29.1902
         55.8800          5.2357        -25.6961         31.8252
         55.9000         13.0827        -21.6591         20.1422
         55.9200          9.2627        -30.0591          3.3422
         55.9400         -4.9013        -35.3761         -2.4838
         55.9600         -2.1323        -21.0251         -7.9218
         55.9800          8.2657          6.1669        -12.3478
         56.0000         10.8887         32.9289          0.9612
         56.0200         14.9037         47.3449          9.1312
         56.0400         22.9857         44.5939          3.6352
         56.0600         27.6377         33.0749         -1.4958
         56.0800         23.5727         27.9529         -9.7218
         56.1000          8.5847         15.8359        -20.2038
         56.1200        -15.8683          8.0839        -20.3758
         56.1400        -25.5393         11.3669        -13.1408
         56.1600         -6.6413         15.0139        -11.8248
         56.1800          5.8387         23.6699        -12.4508
         56.2000        -11.0953          3.4719         -9.7538
         56.2200        -25.9133        -25.0071          2.4642
         56.2400        -11.7503        -12.4521         20.7712
         56.2600         -7.0083         -4.7731         19.3642
         56.2800        -22.5413        -23.4251          5.0282
         56.3000        -27.9703        -30.2031         -2.2028
         56.3200        -14.2573        -13.8971         -4.2298
         56.3400         -0.7253         -1.8831          5.1152
         56.3600         -4.1493         -3.1041         13.0162
         56.3800        -14.3003          9.2859         10.0762
         56.4000         -3.7093         36.7049          5.0912
         56.4200         11.3907         43.5169          0.2132
         56.4400         11.3117         12.7339         -0.7288
         56.4600         22.9807        -15.6201          4.8742
         56.4800         33.3697        -16.7711         10.4532
         56.5000         31.9307        -12.6461          6.9112
         56.5200         30.7377        -17.1371          3.9172
         56.5400         32.4747        -23.0411         10.8252
         56.5600         43.4167        -20.7941         14.5292
         56.5800         49.9467          2.2769          5.8012
         56.6000         18.6457         27.5899         -4.3328
         56.6200        -18.4503         32.5029         -4.9418
         56.6400        -17.3483         21.8079         -2.6918
         56.6600         -1.4833         -7.8361          6.3242
         56.6800         12.1467        -21.8611         16.9822
         56.7000         11.5477        -12.1651         15.3662
         56.7200         -5.5643        -11.4801         12.9552
         56.7400         -7.4013        -25.1411          8.8372
         56.7600         -8.9863        -20.2041         -5.4988
         56.7800        -23.7593        -11.8041        -16.4578
         56.8000        -27.6703        -18.6481        -14.6918
         56.8200        -14.2273        -18.6221         -7.1798
         56.8400        -11.8603         -0.7541         -6.0088
         56.8600        -21.1243         19.6529        -11.9488
         56.8800        -23.1733         31.2859        -11.6438
         56.9000        -13.3733         35.9939         -9.0248
